PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0P140_02,RWFydGg=,False!,F/29/P,IGPEEXHI-1t,126.0,False,440.0,0.0,0.0,0.0,462.0,Verney Whitakers593,False
014Q1_01,TWFycw==,Falsea,F/30/P,IGPEEXHI-1t,131.0,False,,0.0,97.0,0.0,0.0,Pyrohs Harte179,False
014F4_01,RWFydGg=,False!,F/31/S,IGPEEXHI-1t,120.0,False,0.0,420.0,210.0,0.0,0.0,Guadae Dayers696,True
0E146_01,RWFydGg=,False#,G/25/S,IGPEEXHI-1t,156.0,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson445,False
01W47_01,RWFydGg=,Truej,G/26/S,IGPEEXHI-1t,150.0,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison384,True
014W8_01,TWFycw==,Falsef,F/31/P,IGPEEXHI-1t,142.0,False,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe278,False
0S149_01,RWFydGg=,True%,G/27/S,55 Rpcrgx t,,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison389,True
01Z51_01,RWFydGg=,True%,G/20/P,55 Rpcrgx t,138.0,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson589,False
01E52_01,RWFydGg=,False!,F/32/P,,141.0,False,0.0,0.0,0.0,0.0,607.0,Andan Estron440,False
016O0_01,RWFydGg=,False#,G/22/P,IGPEEXHI-1t,122.0,False,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney662,False
016D3_01,RXVyb3Bh,True#,B/8/P,IGPEEXHI-1t,126.0,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft677,True
01V63_02,RXVyb3Bh,True%,B/8/P,IGPEEXHI-1t,117.0,False,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft104,True
0O164_01,RWFydGg=,Falseh,G/28/S,IGPEEXHI-1t,157.0,False,50.0,1688.0,0.0,,135.0,Fany Hutchinton697,True
0M164_02,RWFydGg=,True#,G/28/S,EHD Y318.5-22,117.0,False,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton541,False
0F165_01,TWFycw==,True%,F/37/P,IGPEEXHI-1t,135.0,,0.0,0.0,0.0,0.0,0.0,Graven Anche544,True
01B67_01,TWFycw==,True!,F/35/S,IGPEEXHI-1t,113.0,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf773,True
01C67_02,TWFycw==,Falsea,F/35/S,IGPEEXHI-1t,127.0,False,1365.0,0.0,48.0,22.0,137.0,Rios Floaf390,False
01L69_01,RWFydGg=,Truei,G/23/P,IGPEEXHI-1t,131.0,False,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry538,False
0F170_01,RWFydGg=,Falsec,E/10/S,IGPEEXHI-1t,124.0,False,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney64,False
01S71_01,RWFydGg=,True#,G/30/S,EHD Y318.5-22,119.0,False,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves597,True
017U2_01,RWFydGg=,Truea,G/24/P,IGPEEXHI-1t,132.0,False,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines558,True
0Y173_01,RWFydGg=,nand,E/11/S,IGPEEXHI-1t,158.0,False,0.0,985.0,0.0,5.0,0.0,Hilip Grifford379,True
0L174_01,RWFydGg=,Falsea,F/38/P,55 Rpcrgx t,121.0,False,287.0,0.0,16.0,115.0,175.0,Doryn Lambles978,False
017J7_01,RXVyb3Bh,False#,B/2/S,IGPEEXHI-1t,138.0,False,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser808,False
01E78_01,TWFycw==,Falsef,D/6/S,IGPEEXHI-1t,138.0,False,3414.0,0.0,161.0,28.0,119.0,Wees Knik517,False
0G179_01,RWFydGg=,Falsej,G/26/P,IGPEEXHI-1t,119.0,False,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey815,True
0C179_02,RWFydGg=,Falsef,G/26/P,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey856,False
01Z79_03,RWFydGg=,Falseb,G/26/P,IGPEEXHI-1t,103.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey71,True
0W181_01,RWFydGg=,Falsej,G/27/P,IGPEEXHI-1t,120.0,False,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt130,False
01P82_01,RXVyb3Bh,Trueh,C/3/P,IGPEEXHI-1t,124.0,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight809,True
01J83_01,RWFydGg=,False!,F/36/S,IGPEEXHI-1t,137.0,False,17.0,146.0,426.0,0.0,232.0,Stany Weaves929,True
01S86_01,RWFydGg=,Falsef,G/28/P,IGPEEXHI-1t,125.0,False,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry826,False
018T8_01,RWFydGg=,Truef,G/31/S,IGPEEXHI-1t,156.0,False,0.0,0.0,0.0,0.0,0.0,Branda Romez567,True
01Z89_01,RWFydGg=,False#,E/8/P,55 Rpcrgx t,149.0,False,84.0,3.0,401.0,202.0,98.0,Helly Booters439,False
01X90_01,RWFydGg=,True^,G/32/S,55 Rpcrgx t,111.0,False,0.0,0.0,0.0,0.0,0.0,,False
01U92_01,RWFydGg=,True%,G/29/P,IGPEEXHI-1t,101.0,False,0.0,0.0,0.0,0.0,0.0,Tance Adavisons183,True
019C2_02,RWFydGg=,Falsee,G/29/P,IGPEEXHI-1t,108.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons352,False
0C192_03,RWFydGg=,False$,G/29/P,IGPEEXHI-1t,139.0,False,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons971,False
019X3_01,TWFycw==,Trueh,F/41/P,IGPEEXHI-1t,102.0,False,0.0,0.0,0.0,0.0,0.0,Sps Raf957,True
01A93_02,TWFycw==,Falsea,F/41/P,IGPEEXHI-1t,123.0,False,,0.0,8.0,1072.0,0.0,Frook Raf565,False
0J193_03,TWFycw==,False%,F/41/P,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Goles Raf574,True
0L195_01,TWFycw==,FalseZ,F/42/P,IGPEEXHI-1t,139.0,False,406.0,0.0,867.0,0.0,0.0,Bar Floaf762,True
0K196_01,TWFycw==,Falseh,D/5/P,EHD Y318.5-22,125.0,False,1052.0,0.0,719.0,0.0,7.0,Caper Emead38,False
01Q97_01,RXVyb3Bh,Falsef,C/5/P,IGPEEXHI-1t,136.0,False,0.0,972.0,0.0,795.0,575.0,Astrak Dissper852,False
0G198_01,RWFydGg=,nanf,G/30/P,EHD Y318.5-22,152.0,False,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson550,True
01Q99_01,RWFydGg=,True#,G/33/S,IGPEEXHI-1t,118.0,False,0.0,0.0,0.0,0.0,0.0,Regana Morrows785,False
0B200_01,RWFydGg=,True!,G/31/P,IGPEEXHI-1t,115.0,False,0.0,0.0,0.0,0.0,0.0,Elia Colomonson502,True
0S201_01,RXVyb3Bh,True!,B/3/S,IGPEEXHI-1t,135.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion34,True
02S01_02,RXVyb3Bh,Trueb,B/3/S,IGPEEXHI-1t,147.0,False,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion945,True
02X02_01,RXVyb3Bh,Trueb,B/9/P,55 Rpcrgx t,145.0,False,0.0,0.0,0.0,0.0,0.0,Pomera Embleng411,True
020E2_02,RXVyb3Bh,Falseg,A/2/P,55 Rpcrgx t,,False,0.0,2433.0,,878.0,443.0,Vegas Embleng854,True
0S203_01,RXVyb3Bh,Trueg,C/8/S,IGPEEXHI-1t,151.0,False,0.0,0.0,0.0,0.0,0.0,Ancham Heateele647,True
02V05_01,RWFydGg=,Falsef,G/34/S,IGPEEXHI-1t,129.0,False,0.0,2.0,66.0,0.0,705.0,Carma Oneiles307,False
020N6_01,RXVyb3Bh,False%,C/9/S,55 Rpcrgx t,,False,2.0,1720.0,12.0,1125.0,122.0,Nuson Brugashed717,True
020W7_01,RWFydGg=,Trueb,G/32/P,EHD Y318.5-22,119.0,False,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon232,False
0M210_01,,Truef,D/6/P,55 Rpcrgx t,124.0,False,0.0,0.0,,0.0,0.0,Arraid Inicont668,True
02X11_01,TWFycw==,Falsea,F/44/P,IGPEEXHI-1t,129.0,False,902.0,1.0,137.0,0.0,0.0,Pebuts Appie315,True
